række,database_id,TS,VEJNAVN,ÅR,DATO,RETNING,KATEGORI,ANTAL 6-7,ANTAL 7-8,ANTAL 8-9,ANTAL 9-10,ANTAL 10-11,ANTAL 11-12,ANTAL 12-13,ANTAL 13-14,ANTAL 14-15,ANTAL 15-16,ANTAL 16-17,ANTAL 17-18,ANTAL 18-19
23572.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),PERSONBILER,,69.00,175.00,71.00,43.00,53.00,76.00,58.00,84.00,159.00,171.00,95.00,74.00
23573.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),MOTORCYKLER,,0.00,3.00,2.00,2.00,3.00,0.00,0.00,1.00,6.00,1.00,2.00,2.00
23574.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),"VAREVOGNE (MAX. 3,5 T)",,27.00,33.00,35.00,31.00,31.00,34.00,36.00,47.00,34.00,24.00,12.00,14.00
23575.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),A: LET TRAFIK I ALT,,96.00,211.00,108.00,76.00,87.00,110.00,94.00,132.00,199.00,196.00,109.00,90.00
23576.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),"SOLOLASTBILER, 2 AKSLER",,2.00,3.00,3.00,6.00,5.00,2.00,2.00,3.00,3.00,4.00,0.00,1.00
23577.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),"SOLOLASTBILER, 3 AKSLER",,2.00,1.00,2.00,2.00,1.00,0.00,0.00,1.00,1.00,3.00,0.00,0.00
23578.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),KØRETØJER 4 - FLERE AKSLER,,1.00,0.00,1.00,2.00,0.00,1.00,4.00,5.00,1.00,1.00,0.00,0.00
23579.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),BUSSER I FAST RUTE,,16.00,19.00,11.00,9.00,9.00,9.00,9.00,15.00,21.00,18.00,18.00,8.00
23580.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),ANDRE BUSSER,,3.00,2.00,1.00,0.00,0.00,0.00,1.00,5.00,3.00,2.00,1.00,0.00
23581.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),B: TUNG TRAFIK I ALT,,24.00,25.00,18.00,19.00,15.00,12.00,16.00,29.00,29.00,28.00,19.00,9.00
23582.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),A+B: KØRETØJER I ALT,,120.00,236.00,126.00,95.00,102.00,122.00,110.00,161.00,228.00,224.00,128.00,99.00
23583.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),LADCYKLER,,0.00,5.00,0.00,0.00,0.00,0.00,1.00,3.00,3.00,1.00,3.00,0.00
23584.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),CYKLER + KNALLERTER,,431.00,437.00,139.00,88.00,76.00,107.00,105.00,141.00,266.00,428.00,333.00,175.00
23585.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),CYKLER + KNALLERTER + LADCYKLER,,431.00,442.00,139.00,88.00,76.00,107.00,106.00,144.00,269.00,429.00,336.00,175.00
23586.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),PERSONBILER,,243.00,574.00,119.00,61.00,72.00,68.00,65.00,90.00,124.00,129.00,115.00,78.00
23587.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),MOTORCYKLER,,1.00,17.00,2.00,2.00,0.00,2.00,2.00,2.00,3.00,4.00,0.00,3.00
23588.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),"VAREVOGNE (MAX. 3,5 T)",,42.00,60.00,41.00,26.00,38.00,38.00,19.00,23.00,27.00,16.00,10.00,12.00
23589.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),A: LET TRAFIK I ALT,,286.00,651.00,162.00,89.00,110.00,108.00,86.00,115.00,154.00,149.00,125.00,93.00
23590.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),"LASTBILER, 2 AKSLER",,3.00,2.00,3.00,1.00,1.00,1.00,1.00,0.00,2.00,1.00,0.00,0.00
23591.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),"LASTBILER, 3 AKSLER",,2.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
23592.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),LASTBILER 4 - FLERE AKSLER,,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
23593.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),BUSSER I FAST RUTE,,17.00,21.00,12.00,9.00,7.00,9.00,9.00,11.00,18.00,17.00,15.00,9.00
23594.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),ANDRE BUSSER,,5.00,2.00,3.00,0.00,0.00,0.00,0.00,1.00,4.00,1.00,0.00,0.00
23595.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),B: TUNG TRAFIK I ALT,,27.00,26.00,19.00,11.00,9.00,10.00,10.00,14.00,24.00,21.00,15.00,9.00
23596.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),A+B: KØRETØJER I ALT,,313.00,677.00,181.00,100.00,119.00,118.00,96.00,129.00,178.00,170.00,140.00,102.00
23597.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),LADCYKLER,,2.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
23598.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),CYKLER + KNALLERTER,,417.00,545.00,191.00,105.00,71.00,110.00,103.00,157.00,305.00,270.00,294.00,174.00
23599.00,934.00,31.00,LYNGBYVEJEN lokaltrafik nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),CYKLER + KNALLERTER + LADCYKLER,,419.00,547.00,191.00,105.00,71.00,110.00,104.00,157.00,305.00,270.00,294.00,174.00
23600.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),PERSONBILER,,1722.00,2055.00,1192.00,1052.00,1157.00,1304.00,1235.00,1764.00,2548.00,3264.00,3217.00,2157.00
23601.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),MOTORCYKLER,,20.00,16.00,12.00,5.00,3.00,5.00,6.00,20.00,25.00,31.00,40.00,18.00
23602.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),"VAREVOGNE (MAX. 3,5 T)",,298.00,271.00,270.00,361.00,350.00,346.00,305.00,463.00,417.00,101.00,124.00,110.00
23603.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),A: LET TRAFIK I ALT,,2040.00,2342.00,1474.00,1418.00,1510.00,1655.00,1546.00,2247.00,2990.00,3396.00,3381.00,2285.00
23604.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),"SOLOLASTBILER, 2 AKSLER",,12.00,6.00,19.00,18.00,35.00,32.00,19.00,13.00,9.00,17.00,12.00,7.00
23605.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),"SOLOLASTBILER, 3 AKSLER",,14.00,5.00,9.00,10.00,7.00,11.00,7.00,12.00,8.00,10.00,5.00,2.00
23606.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),KØRETØJER 4 - FLERE AKSLER,,11.00,10.00,16.00,29.00,32.00,23.00,20.00,17.00,14.00,7.00,6.00,2.00
23607.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),BUSSER I FAST RUTE,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23608.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),ANDRE BUSSER,,4.00,26.00,5.00,4.00,0.00,3.00,18.00,20.00,12.00,14.00,5.00,8.00
23609.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),B: TUNG TRAFIK I ALT,,41.00,47.00,49.00,61.00,74.00,69.00,64.00,62.00,43.00,48.00,28.00,19.00
23610.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),A+B: KØRETØJER I ALT,,2081.00,2389.00,1523.00,1479.00,1584.00,1724.00,1610.00,2309.00,3033.00,3444.00,3409.00,2304.00
23611.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),LADCYKLER,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23612.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),CYKLER + KNALLERTER,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23613.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),CYKLER + KNALLERTER + LADCYKLER,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23614.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),PERSONBILER,,2389.00,2534.00,1957.00,1354.00,885.00,1102.00,1226.00,1407.00,1789.00,2416.00,2107.00,1580.00
23615.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),MOTORCYKLER,,32.00,34.00,16.00,4.00,18.00,7.00,8.00,19.00,16.00,18.00,20.00,16.00
23616.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),"VAREVOGNE (MAX. 3,5 T)",,294.00,289.00,371.00,367.00,287.00,291.00,307.00,328.00,328.00,277.00,235.00,186.00
23617.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),A: LET TRAFIK I ALT,,2715.00,2857.00,2344.00,1725.00,1190.00,1400.00,1541.00,1754.00,2133.00,2711.00,2362.00,1782.00
23618.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),"SOLOLASTBILER, 2 AKSLER",,8.00,13.00,32.00,16.00,37.00,25.00,35.00,32.00,42.00,6.00,3.00,11.00
23619.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),"SOLOLASTBILER, 3 AKSLER",,7.00,2.00,11.00,12.00,12.00,8.00,8.00,9.00,6.00,5.00,0.00,0.00
23620.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),KØRETØJER 4 - FLERE AKSLER,,14.00,17.00,11.00,20.00,22.00,13.00,11.00,22.00,9.00,5.00,2.00,1.00
23621.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),BUSSER I FAST RUTE,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23622.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),ANDRE BUSSER,,16.00,7.00,23.00,3.00,9.00,12.00,0.00,5.00,9.00,11.00,7.00,13.00
23623.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),B: TUNG TRAFIK I ALT,,45.00,39.00,77.00,51.00,80.00,58.00,54.00,68.00,66.00,27.00,12.00,25.00
23624.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),A+B: KØRETØJER I ALT,,2760.00,2896.00,2421.00,1776.00,1270.00,1458.00,1595.00,1822.00,2199.00,2738.00,2374.00,1807.00
23625.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),LADCYKLER,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23626.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),CYKLER + KNALLERTER,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23627.00,935.00,31.00,LYNGBYVEJEN (motor) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),CYKLER + KNALLERTER + LADCYKLER,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23628.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),PERSONBILER,,1791.00,2230.00,1263.00,1095.00,1210.00,1380.00,1293.00,1848.00,2707.00,3435.00,3312.00,2231.00
23629.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),MOTORCYKLER,,20.00,19.00,14.00,7.00,6.00,5.00,6.00,21.00,31.00,32.00,42.00,20.00
23630.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),"VAREVOGNE (MAX. 3,5 T)",,325.00,304.00,305.00,392.00,381.00,380.00,341.00,510.00,451.00,125.00,136.00,124.00
23631.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),A: LET TRAFIK I ALT,,2136.00,2553.00,1582.00,1494.00,1597.00,1765.00,1640.00,2379.00,3189.00,3592.00,3490.00,2375.00
23632.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),"SOLOLASTBILER, 2 AKSLER",,14.00,9.00,22.00,24.00,40.00,34.00,21.00,16.00,12.00,21.00,12.00,8.00
23633.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),"SOLOLASTBILER, 3 AKSLER",,16.00,6.00,11.00,12.00,8.00,11.00,7.00,13.00,9.00,13.00,5.00,2.00
23634.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),KØRETØJER 4 - FLERE AKSLER,,12.00,10.00,17.00,31.00,32.00,24.00,24.00,22.00,15.00,8.00,6.00,2.00
23635.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),BUSSER I FAST RUTE,,16.00,19.00,11.00,9.00,9.00,9.00,9.00,15.00,21.00,18.00,18.00,8.00
23636.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),ANDRE BUSSER,,7.00,28.00,6.00,4.00,0.00,3.00,19.00,25.00,15.00,16.00,6.00,8.00
23637.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),B: TUNG TRAFIK I ALT,,65.00,72.00,67.00,80.00,89.00,81.00,80.00,91.00,72.00,76.00,47.00,28.00
23638.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),A+B: KØRETØJER I ALT,,2201.00,2625.00,1649.00,1574.00,1686.00,1846.00,1720.00,2470.00,3261.00,3668.00,3537.00,2403.00
23639.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),LADCYKLER,,0.00,5.00,0.00,0.00,0.00,0.00,1.00,3.00,3.00,1.00,3.00,0.00
23640.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),CYKLER + KNALLERTER,,431.00,437.00,139.00,88.00,76.00,107.00,105.00,141.00,266.00,428.00,333.00,175.00
23641.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD NORD (FRA BYEN),CYKLER + KNALLERTER + LADCYKLER,,431.00,442.00,139.00,88.00,76.00,107.00,106.00,144.00,269.00,429.00,336.00,175.00
23642.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),PERSONBILER,,2632.00,3108.00,2076.00,1415.00,957.00,1170.00,1291.00,1497.00,1913.00,2545.00,2222.00,1658.00
23643.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),MOTORCYKLER,,33.00,51.00,18.00,6.00,18.00,9.00,10.00,21.00,19.00,22.00,20.00,19.00
23644.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),"VAREVOGNE (MAX. 3,5 T)",,336.00,349.00,412.00,393.00,325.00,329.00,326.00,351.00,355.00,293.00,245.00,198.00
23645.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),A: LET TRAFIK I ALT,,3001.00,3508.00,2506.00,1814.00,1300.00,1508.00,1627.00,1869.00,2287.00,2860.00,2487.00,1875.00
23646.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),"SOLOLASTBILER, 2 AKSLER",,11.00,15.00,35.00,17.00,38.00,26.00,36.00,32.00,44.00,7.00,3.00,11.00
23647.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),"SOLOLASTBILER, 3 AKSLER",,9.00,2.00,12.00,13.00,13.00,8.00,8.00,10.00,6.00,6.00,0.00,0.00
23648.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),KØRETØJER 4 - FLERE AKSLER,,14.00,18.00,11.00,20.00,22.00,13.00,11.00,23.00,9.00,6.00,2.00,1.00
23649.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),BUSSER I FAST RUTE,,17.00,21.00,12.00,9.00,7.00,9.00,9.00,11.00,18.00,17.00,15.00,9.00
23650.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),ANDRE BUSSER,,21.00,9.00,26.00,3.00,9.00,12.00,0.00,6.00,13.00,12.00,7.00,13.00
23651.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),B: TUNG TRAFIK I ALT,,72.00,65.00,96.00,62.00,89.00,68.00,64.00,82.00,90.00,48.00,27.00,34.00
23652.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),A+B: KØRETØJER I ALT,,3073.00,3573.00,2602.00,1876.00,1389.00,1576.00,1691.00,1951.00,2377.00,2908.00,2514.00,1909.00
23653.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),LADCYKLER,,2.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
23654.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),CYKLER + KNALLERTER,,417.00,545.00,191.00,105.00,71.00,110.00,103.00,157.00,305.00,270.00,294.00,174.00
23655.00,936.00,31.00,LYNGBYVEJEN (motor+lokal) nord for Emdrupvej,2011,413,MOD SYD (MOD BYEN),CYKLER + KNALLERTER + LADCYKLER,,419.00,547.00,191.00,105.00,71.00,110.00,104.00,157.00,305.00,270.00,294.00,174.00
27344.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD NORD (FRA BYEN),PERSONBILER,,440.00,625.00,473.00,459.00,548.00,580.00,554.00,673.00,776.00,800.00,873.00,684.00
27345.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD NORD (FRA BYEN),MOTORCYKLER,,3.00,10.00,3.00,7.00,4.00,9.00,5.00,5.00,16.00,16.00,6.00,11.00
27346.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD NORD (FRA BYEN),"VAREVOGNE (MAX. 3,5 T)",,123.00,177.00,197.00,209.00,212.00,188.00,187.00,194.00,150.00,115.00,114.00,73.00
27347.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD NORD (FRA BYEN),A: LET TRAFIK I ALT,,566.00,812.00,673.00,675.00,764.00,777.00,746.00,872.00,942.00,931.00,993.00,768.00
27348.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD NORD (FRA BYEN),"LASTBILER, 2 AKSLER",,6.00,12.00,17.00,8.00,7.00,6.00,6.00,2.00,5.00,1.00,3.00,1.00
27349.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD NORD (FRA BYEN),"LASTBILER, 3 AKSLER",,5.00,3.00,4.00,4.00,2.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00
27350.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD NORD (FRA BYEN),LASTBILER 4 - FLERE AKSLER,,2.00,2.00,1.00,6.00,1.00,2.00,4.00,3.00,0.00,0.00,0.00,0.00
