række,database_id,TS,VEJNAVN,ÅR,DATO,RETNING,KATEGORI,ANTAL 6-7,ANTAL 7-8,ANTAL 8-9,ANTAL 9-10,ANTAL 10-11,ANTAL 11-12,ANTAL 12-13,ANTAL 13-14,ANTAL 14-15,ANTAL 15-16,ANTAL 16-17,ANTAL 17-18,ANTAL 18-19
27351.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD NORD (FRA BYEN),BUSSER I FAST RUTE,,22.00,24.00,24.00,23.00,22.00,26.00,21.00,20.00,22.00,20.00,25.00,29.00
27352.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD NORD (FRA BYEN),ANDRE BUSSER,,2.00,9.00,7.00,4.00,3.00,0.00,1.00,2.00,2.00,5.00,2.00,2.00
27353.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD NORD (FRA BYEN),B: TUNG TRAFIK I ALT,,37.00,50.00,53.00,45.00,35.00,35.00,32.00,27.00,31.00,26.00,30.00,32.00
27354.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD NORD (FRA BYEN),A+B: KØRETØJER I ALT,,603.00,862.00,726.00,720.00,799.00,812.00,778.00,899.00,973.00,957.00,1023.00,800.00
27355.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD NORD (FRA BYEN),LADCYKLER,,7.00,28.00,11.00,11.00,6.00,9.00,7.00,20.00,28.00,37.00,28.00,12.00
27356.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD NORD (FRA BYEN),CYKLER + KNALLERTER,,479.00,749.00,463.00,294.00,344.00,419.00,533.00,688.00,1016.00,1493.00,1273.00,769.00
27357.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD NORD (FRA BYEN),CYKLER + KNALLERTER + LADCYKLER,,486.00,777.00,474.00,305.00,350.00,428.00,540.00,708.00,1044.00,1530.00,1301.00,781.00
27358.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD SYD (MOD BYEN),PERSONBILER,,552.00,816.00,582.00,458.00,483.00,535.00,512.00,505.00,583.00,682.00,644.00,574.00
27359.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD SYD (MOD BYEN),MOTORCYKLER,,13.00,3.00,4.00,4.00,6.00,8.00,2.00,7.00,6.00,5.00,7.00,7.00
27360.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD SYD (MOD BYEN),"VAREVOGNE (MAX. 3,5 T)",,124.00,125.00,158.00,147.00,169.00,170.00,147.00,149.00,111.00,107.00,91.00,75.00
27361.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD SYD (MOD BYEN),A: LET TRAFIK I ALT,,689.00,944.00,744.00,609.00,658.00,713.00,661.00,661.00,700.00,794.00,742.00,656.00
27362.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD SYD (MOD BYEN),"LASTBILER, 2 AKSLER",,1.00,3.00,6.00,10.00,6.00,6.00,5.00,4.00,2.00,4.00,4.00,1.00
27363.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD SYD (MOD BYEN),"LASTBILER, 3 AKSLER",,2.00,2.00,6.00,0.00,1.00,4.00,0.00,1.00,0.00,1.00,0.00,0.00
27364.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD SYD (MOD BYEN),LASTBILER 4 - FLERE AKSLER,,4.00,1.00,1.00,2.00,4.00,2.00,3.00,0.00,2.00,2.00,0.00,0.00
27365.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD SYD (MOD BYEN),BUSSER I FAST RUTE,,20.00,23.00,23.00,22.00,21.00,25.00,22.00,22.00,20.00,21.00,19.00,20.00
27366.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD SYD (MOD BYEN),ANDRE BUSSER,,6.00,2.00,2.00,6.00,3.00,5.00,5.00,16.00,6.00,2.00,1.00,1.00
27367.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD SYD (MOD BYEN),B: TUNG TRAFIK I ALT,,33.00,31.00,38.00,40.00,35.00,42.00,35.00,43.00,30.00,30.00,24.00,22.00
27368.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD SYD (MOD BYEN),A+B: KØRETØJER I ALT,,722.00,975.00,782.00,649.00,693.00,755.00,696.00,704.00,730.00,824.00,766.00,678.00
27369.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD SYD (MOD BYEN),LADCYKLER,,20.00,41.00,19.00,13.00,13.00,9.00,7.00,16.00,25.00,24.00,11.00,8.00
27370.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD SYD (MOD BYEN),CYKLER + KNALLERTER,,962.00,1977.00,931.00,535.00,505.00,499.00,482.00,525.00,679.00,880.00,675.00,650.00
27371.00,1093.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,512,MOD SYD (MOD BYEN),CYKLER + KNALLERTER + LADCYKLER,,982.00,2018.00,950.00,548.00,518.00,508.00,489.00,541.00,704.00,904.00,686.00,658.00
27372.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD NORD (FRA BYEN),PERSONBILER,,413.00,503.00,386.00,386.00,419.00,483.00,487.00,685.00,735.00,727.00,730.00,618.00
27373.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD NORD (FRA BYEN),MOTORCYKLER,,8.00,10.00,5.00,10.00,6.00,7.00,13.00,11.00,11.00,5.00,15.00,14.00
27374.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD NORD (FRA BYEN),"VAREVOGNE (MAX. 3,5 T)",,146.00,124.00,178.00,180.00,191.00,186.00,186.00,188.00,147.00,142.00,99.00,76.00
27375.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD NORD (FRA BYEN),A: LET TRAFIK I ALT,,567.00,637.00,569.00,576.00,616.00,676.00,686.00,884.00,893.00,874.00,844.00,708.00
27376.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD NORD (FRA BYEN),"LASTBILER, 2 AKSLER",,9.00,17.00,9.00,7.00,10.00,8.00,6.00,6.00,6.00,4.00,2.00,1.00
27377.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD NORD (FRA BYEN),"LASTBILER, 3 AKSLER",,9.00,5.00,6.00,5.00,4.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00
27378.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD NORD (FRA BYEN),LASTBILER 4 - FLERE AKSLER,,4.00,2.00,1.00,1.00,4.00,3.00,4.00,1.00,2.00,1.00,0.00,2.00
27379.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD NORD (FRA BYEN),BUSSER I FAST RUTE,,22.00,25.00,26.00,21.00,20.00,22.00,22.00,20.00,22.00,24.00,24.00,20.00
27380.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD NORD (FRA BYEN),ANDRE BUSSER,,3.00,8.00,4.00,2.00,4.00,3.00,0.00,1.00,1.00,2.00,5.00,2.00
27381.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD NORD (FRA BYEN),B: TUNG TRAFIK I ALT,,47.00,57.00,46.00,36.00,42.00,38.00,33.00,29.00,31.00,31.00,31.00,25.00
27382.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD NORD (FRA BYEN),A+B: KØRETØJER I ALT,,614.00,694.00,615.00,612.00,658.00,714.00,719.00,913.00,924.00,905.00,875.00,733.00
27383.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD NORD (FRA BYEN),LADCYKLER,,11.00,36.00,19.00,20.00,9.00,21.00,10.00,17.00,30.00,49.00,37.00,19.00
27384.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD NORD (FRA BYEN),CYKLER + KNALLERTER,,500.00,804.00,392.00,372.00,393.00,484.00,576.00,786.00,1219.00,1663.00,1506.00,994.00
27385.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD NORD (FRA BYEN),CYKLER + KNALLERTER + LADCYKLER,,511.00,840.00,411.00,392.00,402.00,505.00,586.00,803.00,1249.00,1712.00,1543.00,1013.00
27386.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD SYD (MOD BYEN),PERSONBILER,,557.00,781.00,529.00,429.00,481.00,491.00,523.00,548.00,604.00,674.00,653.00,564.00
27387.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD SYD (MOD BYEN),MOTORCYKLER,,8.00,16.00,7.00,9.00,6.00,8.00,4.00,11.00,12.00,17.00,16.00,11.00
27388.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD SYD (MOD BYEN),"VAREVOGNE (MAX. 3,5 T)",,123.00,133.00,150.00,182.00,182.00,180.00,177.00,125.00,127.00,99.00,74.00,66.00
27389.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD SYD (MOD BYEN),A: LET TRAFIK I ALT,,688.00,930.00,686.00,620.00,669.00,679.00,704.00,684.00,743.00,790.00,743.00,641.00
27390.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD SYD (MOD BYEN),"LASTBILER, 2 AKSLER",,6.00,8.00,9.00,4.00,13.00,8.00,2.00,3.00,0.00,4.00,3.00,5.00
27391.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD SYD (MOD BYEN),"LASTBILER, 3 AKSLER",,4.00,5.00,6.00,1.00,3.00,7.00,2.00,3.00,2.00,0.00,0.00,0.00
27392.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD SYD (MOD BYEN),LASTBILER 4 - FLERE AKSLER,,4.00,2.00,5.00,3.00,2.00,2.00,1.00,1.00,1.00,2.00,0.00,0.00
27393.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD SYD (MOD BYEN),BUSSER I FAST RUTE,,21.00,23.00,22.00,23.00,22.00,20.00,24.00,21.00,22.00,22.00,21.00,21.00
27394.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD SYD (MOD BYEN),ANDRE BUSSER,,7.00,3.00,2.00,1.00,4.00,3.00,6.00,10.00,11.00,5.00,1.00,2.00
27395.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD SYD (MOD BYEN),B: TUNG TRAFIK I ALT,,42.00,41.00,44.00,32.00,44.00,40.00,35.00,38.00,36.00,33.00,25.00,28.00
27396.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD SYD (MOD BYEN),A+B: KØRETØJER I ALT,,730.00,971.00,730.00,652.00,713.00,719.00,739.00,722.00,779.00,823.00,768.00,669.00
27397.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD SYD (MOD BYEN),LADCYKLER,,11.00,33.00,23.00,10.00,13.00,6.00,9.00,15.00,42.00,46.00,17.00,13.00
27398.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD SYD (MOD BYEN),CYKLER + KNALLERTER,,1188.00,2147.00,1021.00,504.00,526.00,523.00,594.00,678.00,1014.00,902.00,788.00,733.00
27399.00,1094.00,59.00,ØSTERBROGADE 44 nord for Classensgade,2012,929,MOD SYD (MOD BYEN),CYKLER + KNALLERTER + LADCYKLER,,1199.00,2180.00,1044.00,514.00,539.00,529.00,603.00,693.00,1056.00,948.00,805.00,746.00
28600.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD FISKETORVET,CYKLER,,549.00,732.00,298.00,112.00,165.00,192.00,229.00,325.00,533.00,627.00,484.00,298.00
28601.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD FISKETORVET,LADCYKLER,,4.00,21.00,6.00,1.00,6.00,2.00,3.00,11.00,11.00,17.00,6.00,5.00
28602.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD FISKETORVET,KNALLERTER,,3.00,1.00,1.00,2.00,5.00,0.00,1.00,4.00,4.00,0.00,2.00,1.00
28603.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD FISKETORVET,CYKLER + KNALLERTER I ALT,,556.00,754.00,305.00,115.00,176.00,194.00,233.00,340.00,548.00,644.00,492.00,304.00
28604.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD FISKETORVET,FODGÆNGERE,,107.00,113.00,58.00,63.00,47.00,59.00,65.00,88.00,120.00,136.00,137.00,119.00
28605.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD FISKETORVET,BARNEVOGNE,,1.00,1.00,4.00,5.00,7.00,17.00,6.00,8.00,12.00,12.00,5.00,1.00
28606.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD FISKETORVET,FODGÆNGERE + BARNEVOGNE I ALT,,108.00,114.00,62.00,68.00,54.00,76.00,71.00,96.00,132.00,148.00,142.00,120.00
28607.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD FISKETORVET,TALTE I ALT,,664.00,868.00,367.00,183.00,230.00,270.00,304.00,436.00,680.00,792.00,634.00,424.00
28608.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD AMAGER,CYKLER,,346.00,756.00,431.00,181.00,170.00,204.00,240.00,332.00,416.00,562.00,431.00,292.00
28609.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD AMAGER,LADCYKLER,,2.00,16.00,4.00,2.00,2.00,9.00,3.00,6.00,12.00,15.00,12.00,4.00
28610.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD AMAGER,KNALLERTER,,1.00,0.00,3.00,1.00,2.00,0.00,2.00,5.00,2.00,2.00,1.00,1.00
28611.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD AMAGER,CYKLER + KNALLERTER I ALT,,349.00,772.00,438.00,184.00,174.00,213.00,245.00,343.00,430.00,579.00,444.00,297.00
28612.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD AMAGER,FODGÆNGERE,,61.00,145.00,89.00,70.00,54.00,59.00,40.00,59.00,99.00,117.00,142.00,105.00
28613.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD AMAGER,BARNEVOGNE,,1.00,1.00,2.00,5.00,5.00,3.00,10.00,12.00,9.00,9.00,13.00,2.00
28614.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD AMAGER,FODGÆNGERE + BARNEVOGNE I ALT,,62.00,146.00,91.00,75.00,59.00,62.00,50.00,71.00,108.00,126.00,155.00,107.00
28615.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2012,917,MOD AMAGER,TALTE I ALT,,411.00,918.00,529.00,259.00,233.00,275.00,295.00,414.00,538.00,705.00,599.00,404.00
28600.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,Cykler,,1893.00,3135.00,1239.00,680.00,638.00,835.00,831.00,1170.00,2001.00,2569.00,1880.00,1254.00
28601.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,Ladcykler,,58.00,177.00,50.00,37.00,37.00,29.00,34.00,56.00,153.00,111.00,71.00,38.00
28602.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,Knallerter,,2.00,2.00,1.00,2.00,5.00,2.00,2.00,3.00,4.00,3.00,4.00,6.00
28603.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,El-løbehjul o.l.,,14.00,12.00,8.00,0.00,4.00,5.00,2.00,18.00,9.00,14.00,11.00,4.00
28604.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,CYKLER OG KNALLERTER I ALT,,1967.00,3326.00,1298.00,719.00,684.00,871.00,869.00,1247.00,2167.00,2697.00,1966.00,1302.00
28605.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,Fodgængere,,265.00,376.00,191.00,166.00,160.00,247.00,227.00,299.00,398.00,502.00,514.00,346.00
28606.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,FODGÆNGERE I ALT,,265.00,376.00,191.00,166.00,160.00,247.00,227.00,299.00,398.00,502.00,514.00,346.00
28607.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,ALT I ALT,,2232.00,3702.00,1489.00,885.00,844.00,1118.00,1096.00,1546.00,2565.00,3199.00,2480.00,1648.00
28608.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD AMAGER,Cykler,,1116.00,1506.00,576.00,330.00,318.00,378.00,423.00,573.00,941.00,1270.00,976.00,617.00
28609.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD AMAGER,Ladcykler,,38.00,106.00,30.00,20.00,21.00,13.00,15.00,27.00,70.00,46.00,27.00,17.00
28610.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD AMAGER,Knallerter,,2.00,1.00,1.00,1.00,2.00,1.00,0.00,1.00,2.00,0.00,2.00,1.00
28611.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD AMAGER,El-løbehjul o.l.,,8.00,8.00,7.00,0.00,1.00,4.00,0.00,7.00,5.00,7.00,2.00,0.00
28612.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD AMAGER,CYKLER OG KNALLERTER I ALT,,1164.00,1621.00,614.00,351.00,342.00,396.00,438.00,608.00,1018.00,1323.00,1007.00,635.00
28613.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD AMAGER,Fodgængere,,143.00,126.00,79.00,75.00,70.00,117.00,104.00,163.00,220.00,272.00,188.00,150.00
28614.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD AMAGER,FODGÆNGERE I ALT,,143.00,126.00,79.00,75.00,70.00,117.00,104.00,163.00,220.00,272.00,188.00,150.00
28615.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD AMAGER,ALT I ALT,,1307.00,1747.00,693.00,426.00,412.00,513.00,542.00,771.00,1238.00,1595.00,1195.00,785.00
28600.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,PERSONBILER,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28601.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,"VAREVOGNE (MAX. 3,5 T)",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28602.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,MOTORCYKLER,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28603.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,A: LET TRAFIK I ALT,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28604.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,"LASTBILER, 2 AKSLER",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28605.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,"LASTBILER, 3 AKSLER",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28606.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,"LASTBILER, 4 - FLERE AKSLER",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28607.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,BUSSER I FAST RUTE,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28608.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,ANDRE BUSSER,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28609.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,B: TUNG TRAFIK I ALT,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28610.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD FISKETORVET,A+B: KØRETØJER I ALT,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28611.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD AMAGER,"VAREVOGNE (MAX. 3,5 T)",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28612.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD AMAGER,MOTORCYKLER,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28613.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD AMAGER,A: LET TRAFIK I ALT,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28614.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD AMAGER,"LASTBILER, 2 AKSLER",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28615.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD AMAGER,"LASTBILER, 3 AKSLER",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28611.00,1143.00,129.00,BRYGGEBROEN cykel- og gangbro,2023,917,MOD AMAGER,"LASTBILER, 4 - FLERE AKSLER",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
