række,database_id,TS,VEJNAVN,ÅR,DATO,RETNING,KATEGORI,ANTAL 6-7,ANTAL 7-8,ANTAL 8-9,ANTAL 9-10,ANTAL 10-11,ANTAL 11-12,ANTAL 12-13,ANTAL 13-14,ANTAL 14-15,ANTAL 15-16,ANTAL 16-17,ANTAL 17-18,ANTAL 18-19
30315.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2012,925,MOD SYDVEST (MOD GASVÆRKSVEJ),A: LET TRAFIK I ALT,,191.00,298.00,290.00,346.00,386.00,408.00,370.00,383.00,460.00,448.00,387.00,332.00
30316.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2012,925,MOD SYDVEST (MOD GASVÆRKSVEJ),"LASTBILER, 2 AKSLER",,6.00,8.00,5.00,11.00,14.00,10.00,9.00,9.00,3.00,3.00,0.00,0.00
30317.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2012,925,MOD SYDVEST (MOD GASVÆRKSVEJ),"LASTBILER, 3 AKSLER",,3.00,4.00,2.00,4.00,1.00,3.00,2.00,3.00,0.00,0.00,1.00,0.00
30318.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2012,925,MOD SYDVEST (MOD GASVÆRKSVEJ),"LASTBILER, 4 - FLERE AKSLER",,5.00,4.00,4.00,5.00,3.00,2.00,3.00,4.00,0.00,1.00,2.00,0.00
30319.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2012,925,MOD SYDVEST (MOD GASVÆRKSVEJ),BUSSER I FAST RUTE,,10.00,9.00,8.00,8.00,8.00,8.00,11.00,12.00,11.00,10.00,10.00,6.00
30320.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2012,925,MOD SYDVEST (MOD GASVÆRKSVEJ),ANDRE BUSSER,,0.00,1.00,2.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,1.00,3.00
30321.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2012,925,MOD SYDVEST (MOD GASVÆRKSVEJ),B: TUNG TRAFIK I ALT,,24.00,26.00,21.00,28.00,28.00,25.00,25.00,28.00,15.00,14.00,14.00,9.00
30322.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2012,925,MOD SYDVEST (MOD GASVÆRKSVEJ),A+B: KØRETØJER I ALT,,215.00,324.00,311.00,374.00,414.00,433.00,395.00,411.00,475.00,462.00,401.00,341.00
30323.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2012,925,MOD SYDVEST (MOD GASVÆRKSVEJ),LADCYKLER,,2.00,4.00,8.00,3.00,6.00,2.00,1.00,4.00,7.00,10.00,11.00,4.00
30324.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2012,925,MOD SYDVEST (MOD GASVÆRKSVEJ),CYKLER + KNALLERTER,,61.00,182.00,110.00,84.00,116.00,147.00,143.00,221.00,320.00,481.00,408.00,303.00
30325.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2012,925,MOD SYDVEST (MOD GASVÆRKSVEJ),CYKLER + KNALLERTER I ALT,,63.00,186.00,118.00,87.00,122.00,149.00,144.00,225.00,327.00,491.00,419.00,307.00
30298.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD NORDØST (MOD HOVEDBANEN),PERSONBILER,,227.00,312.00,249.00,166.00,186.00,169.00,270.00,253.00,299.00,273.00,274.00,279.00
30299.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD NORDØST (MOD HOVEDBANEN),"VAREVOGNE (MAX. 3,5 T)",,93.00,97.00,119.00,103.00,78.00,85.00,93.00,86.00,67.00,43.00,46.00,40.00
30300.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD NORDØST (MOD HOVEDBANEN),MOTORCYKLER,,6.00,5.00,1.00,2.00,0.00,0.00,2.00,1.00,4.00,4.00,2.00,1.00
30301.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD NORDØST (MOD HOVEDBANEN),A: LET TRAFIK I ALT,,326.00,414.00,369.00,271.00,264.00,254.00,365.00,340.00,370.00,320.00,322.00,320.00
30302.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD NORDØST (MOD HOVEDBANEN),"LASTBILER, 2 AKSLER",,7.00,15.00,9.00,11.00,8.00,6.00,5.00,2.00,2.00,0.00,0.00,0.00
30303.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD NORDØST (MOD HOVEDBANEN),"LASTBILER, 3 AKSLER",,1.00,1.00,3.00,6.00,4.00,2.00,2.00,1.00,1.00,0.00,0.00,0.00
30304.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD NORDØST (MOD HOVEDBANEN),"LASTBILER, 4 - FLERE AKSLER",,0.00,2.00,0.00,2.00,0.00,4.00,2.00,0.00,0.00,2.00,1.00,0.00
30305.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD NORDØST (MOD HOVEDBANEN),BUSSER I FAST RUTE,,11.00,9.00,9.00,7.00,9.00,7.00,10.00,10.00,10.00,8.00,10.00,8.00
30306.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD NORDØST (MOD HOVEDBANEN),ANDRE BUSSER,,2.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00
30307.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD NORDØST (MOD HOVEDBANEN),B: TUNG TRAFIK I ALT,,21.00,27.00,21.00,27.00,21.00,20.00,20.00,13.00,14.00,11.00,11.00,8.00
30308.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD NORDØST (MOD HOVEDBANEN),A+B: KØRETØJER I ALT,,347.00,441.00,390.00,298.00,285.00,274.00,385.00,353.00,384.00,331.00,333.00,328.00
30309.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD NORDØST (MOD HOVEDBANEN),LADCYKLER,,6.00,23.00,11.00,6.00,8.00,5.00,9.00,8.00,8.00,5.00,2.00,6.00
30310.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD NORDØST (MOD HOVEDBANEN),CYKLER + KNALLERTER,,349.00,727.00,325.00,150.00,118.00,146.00,145.00,151.00,181.00,188.00,184.00,160.00
30311.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD NORDØST (MOD HOVEDBANEN),CYKLER + KNALLERTER I ALT,,355.00,750.00,336.00,156.00,126.00,151.00,154.00,159.00,189.00,193.00,186.00,166.00
30312.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD SYDVEST (MOD GASVÆRKSVEJ),PERSONBILER,,142.00,200.00,195.00,238.00,257.00,291.00,252.00,264.00,338.00,383.00,338.00,301.00
30313.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD SYDVEST (MOD GASVÆRKSVEJ),"VAREVOGNE (MAX. 3,5 T)",,49.00,96.00,94.00,108.00,123.00,114.00,117.00,116.00,122.00,59.00,47.00,28.00
30314.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD SYDVEST (MOD GASVÆRKSVEJ),MOTORCYKLER,,0.00,2.00,1.00,0.00,6.00,3.00,1.00,3.00,0.00,6.00,2.00,3.00
30315.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD SYDVEST (MOD GASVÆRKSVEJ),A: LET TRAFIK I ALT,,191.00,298.00,290.00,346.00,386.00,408.00,370.00,383.00,460.00,448.00,387.00,332.00
30316.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD SYDVEST (MOD GASVÆRKSVEJ),"LASTBILER, 2 AKSLER",,6.00,8.00,5.00,11.00,14.00,10.00,9.00,9.00,3.00,3.00,0.00,0.00
30317.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD SYDVEST (MOD GASVÆRKSVEJ),"LASTBILER, 3 AKSLER",,3.00,4.00,2.00,4.00,1.00,3.00,2.00,3.00,0.00,0.00,1.00,0.00
30318.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD SYDVEST (MOD GASVÆRKSVEJ),"LASTBILER, 4 - FLERE AKSLER",,5.00,4.00,4.00,5.00,3.00,2.00,3.00,4.00,0.00,1.00,2.00,0.00
30319.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD SYDVEST (MOD GASVÆRKSVEJ),BUSSER I FAST RUTE,,10.00,9.00,8.00,8.00,8.00,8.00,11.00,12.00,11.00,10.00,10.00,6.00
30320.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD SYDVEST (MOD GASVÆRKSVEJ),ANDRE BUSSER,,0.00,1.00,2.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,1.00,3.00
30321.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD SYDVEST (MOD GASVÆRKSVEJ),B: TUNG TRAFIK I ALT,,24.00,26.00,21.00,28.00,28.00,25.00,25.00,28.00,15.00,14.00,14.00,9.00
30322.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD SYDVEST (MOD GASVÆRKSVEJ),A+B: KØRETØJER I ALT,,215.00,324.00,311.00,374.00,414.00,433.00,395.00,411.00,475.00,462.00,401.00,341.00
30323.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD SYDVEST (MOD GASVÆRKSVEJ),LADCYKLER,,2.00,4.00,8.00,3.00,6.00,2.00,1.00,4.00,7.00,10.00,11.00,4.00
30324.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD SYDVEST (MOD GASVÆRKSVEJ),CYKLER + KNALLERTER,,61.00,182.00,110.00,84.00,116.00,147.00,143.00,221.00,320.00,481.00,408.00,303.00
30325.00,1210.00,602.00,ISTEDGADE nordøst for Gasværksvej,2013,925,MOD SYDVEST (MOD GASVÆRKSVEJ),CYKLER + KNALLERTER I ALT,,63.00,186.00,118.00,87.00,122.00,149.00,144.00,225.00,327.00,491.00,419.00,307.00
130559.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,NORDØST (MOD VIGERSLEVVEJ),PERSONBILER,,302.00,344.00,149.00,134.00,135.00,130.00,152.00,192.00,253.00,228.00,153.00,153.00
130560.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,NORDØST (MOD VIGERSLEVVEJ),"VAREVOGNE (MAX. 3,5 T)",,88.00,75.00,36.00,40.00,35.00,30.00,33.00,36.00,45.00,45.00,23.00,14.00
130561.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,NORDØST (MOD VIGERSLEVVEJ),MOTORCYKLER,,2.00,4.00,1.00,2.00,0.00,2.00,4.00,3.00,4.00,8.00,3.00,2.00
130562.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,NORDØST (MOD VIGERSLEVVEJ),A: LET TRAFIK I ALT,,392.00,423.00,186.00,176.00,170.00,162.00,189.00,231.00,302.00,281.00,179.00,169.00
130563.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,NORDØST (MOD VIGERSLEVVEJ),"LASTBILER, 2 AKSLER",,6.00,4.00,1.00,2.00,3.00,1.00,2.00,0.00,2.00,0.00,1.00,0.00
130564.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,NORDØST (MOD VIGERSLEVVEJ),"LASTBILER, 3 AKSLER",,5.00,2.00,1.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
130565.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,NORDØST (MOD VIGERSLEVVEJ),"LASTBILER, 4 - FLERE AKSLER",,0.00,3.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00
130566.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,NORDØST (MOD VIGERSLEVVEJ),BUSSER I FAST RUTE,,13.00,13.00,12.00,10.00,14.00,12.00,13.00,14.00,14.00,13.00,11.00,11.00
130567.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,NORDØST (MOD VIGERSLEVVEJ),ANDRE BUSSER,,3.00,4.00,0.00,1.00,1.00,3.00,0.00,0.00,1.00,0.00,1.00,0.00
130568.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,NORDØST (MOD VIGERSLEVVEJ),B: TUNG TRAFIK I ALT,,27.00,26.00,14.00,14.00,21.00,19.00,16.00,14.00,17.00,14.00,13.00,11.00
130569.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,NORDØST (MOD VIGERSLEVVEJ),A+B: KØRETØJER I ALT,,419.00,449.00,200.00,190.00,191.00,181.00,205.00,245.00,319.00,295.00,192.00,180.00
130570.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,NORDØST (MOD VIGERSLEVVEJ),LADCYKLER,,3.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00
130571.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,NORDØST (MOD VIGERSLEVVEJ),CYKLER + KNALLERTER,,86.00,71.00,45.00,28.00,33.00,34.00,27.00,64.00,134.00,88.00,59.00,32.00
130572.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,NORDØST (MOD VIGERSLEVVEJ),CYKLER + KNALLERTER I ALT,,89.00,72.00,45.00,28.00,33.00,34.00,28.00,65.00,134.00,89.00,60.00,32.00
130573.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,SYDVEST (MOD HVIDOVRE),PERSONBILER,,141.00,125.00,94.00,116.00,125.00,134.00,155.00,159.00,231.00,206.00,157.00,144.00
130574.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,SYDVEST (MOD HVIDOVRE),"VAREVOGNE (MAX. 3,5 T)",,29.00,32.00,33.00,30.00,37.00,38.00,36.00,39.00,45.00,35.00,25.00,18.00
130575.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,SYDVEST (MOD HVIDOVRE),MOTORCYKLER,,1.00,2.00,1.00,0.00,0.00,1.00,3.00,8.00,6.00,5.00,3.00,0.00
130576.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,SYDVEST (MOD HVIDOVRE),A: LET TRAFIK I ALT,,171.00,159.00,128.00,146.00,162.00,173.00,194.00,206.00,282.00,246.00,185.00,162.00
130577.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,SYDVEST (MOD HVIDOVRE),"LASTBILER, 2 AKSLER",,0.00,0.00,0.00,1.00,0.00,1.00,1.00,3.00,0.00,1.00,0.00,1.00
130578.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,SYDVEST (MOD HVIDOVRE),"LASTBILER, 3 AKSLER",,0.00,0.00,1.00,2.00,3.00,4.00,4.00,2.00,1.00,0.00,1.00,0.00
130579.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,SYDVEST (MOD HVIDOVRE),"LASTBILER, 4 - FLERE AKSLER",,0.00,1.00,0.00,2.00,1.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00
130580.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,SYDVEST (MOD HVIDOVRE),BUSSER I FAST RUTE,,13.00,14.00,14.00,11.00,11.00,13.00,14.00,13.00,11.00,16.00,15.00,12.00
130581.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,SYDVEST (MOD HVIDOVRE),ANDRE BUSSER,,0.00,1.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00
130582.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,SYDVEST (MOD HVIDOVRE),B: TUNG TRAFIK I ALT,,13.00,16.00,15.00,16.00,15.00,19.00,21.00,21.00,13.00,17.00,16.00,13.00
130583.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,SYDVEST (MOD HVIDOVRE),A+B: KØRETØJER I ALT,,184.00,175.00,143.00,162.00,177.00,192.00,215.00,227.00,295.00,263.00,201.00,175.00
130584.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,SYDVEST (MOD HVIDOVRE),LADCYKLER,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00
130585.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,SYDVEST (MOD HVIDOVRE),CYKLER + KNALLERTER,,158.00,90.00,42.00,20.00,34.00,31.00,45.00,61.00,80.00,85.00,83.00,33.00
130586.00,5470.00,55.00,Vigerslev Allé v.f. Vigerslevvej ,2014,417,SYDVEST (MOD HVIDOVRE),CYKLER + KNALLERTER I ALT,,158.00,90.00,42.00,20.00,34.00,31.00,45.00,62.00,80.00,85.00,84.00,33.00
133260.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,NORDØST (MOD HUSUM ST.),PERSONBILER,,349.00,361.00,171.00,149.00,164.00,167.00,192.00,251.00,311.00,400.00,305.00,260.00
133261.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,NORDØST (MOD HUSUM ST.),"VAREVOGNE (MAX. 3,5 T)",,103.00,94.00,64.00,54.00,51.00,42.00,60.00,54.00,71.00,59.00,45.00,17.00
133262.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,NORDØST (MOD HUSUM ST.),MOTORCYKLER,,2.00,3.00,0.00,1.00,0.00,1.00,1.00,2.00,7.00,1.00,1.00,0.00
133263.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,NORDØST (MOD HUSUM ST.),A: LET TRAFIK I ALT,,454.00,458.00,235.00,204.00,215.00,210.00,253.00,307.00,389.00,460.00,351.00,277.00
133264.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,NORDØST (MOD HUSUM ST.),"LASTBILER, 2 AKSLER",,6.00,10.00,4.00,3.00,5.00,2.00,8.00,1.00,2.00,2.00,0.00,0.00
133265.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,NORDØST (MOD HUSUM ST.),"LASTBILER, 3 AKSLER",,1.00,1.00,4.00,1.00,0.00,2.00,1.00,0.00,0.00,1.00,1.00,0.00
133266.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,NORDØST (MOD HUSUM ST.),"LASTBILER, 4 - FLERE AKSLER",,1.00,0.00,1.00,3.00,3.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00
133267.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,NORDØST (MOD HUSUM ST.),BUSSER I FAST RUTE,,12.00,12.00,11.00,12.00,11.00,11.00,10.00,9.00,12.00,12.00,14.00,11.00
133268.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,NORDØST (MOD HUSUM ST.),ANDRE BUSSER,,3.00,1.00,2.00,1.00,0.00,1.00,0.00,5.00,1.00,0.00,1.00,1.00
133269.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,NORDØST (MOD HUSUM ST.),B: TUNG TRAFIK I ALT,,23.00,24.00,22.00,20.00,19.00,16.00,21.00,15.00,16.00,15.00,16.00,12.00
133270.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,NORDØST (MOD HUSUM ST.),A+B: KØRETØJER I ALT,,477.00,482.00,257.00,224.00,234.00,226.00,274.00,322.00,405.00,475.00,367.00,289.00
133271.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,NORDØST (MOD HUSUM ST.),LADCYKLER,,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
133272.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,NORDØST (MOD HUSUM ST.),CYKLER + KNALLERTER,,182.00,103.00,50.00,18.00,30.00,13.00,22.00,29.00,73.00,50.00,51.00,23.00
133273.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,NORDØST (MOD HUSUM ST.),CYKLER + KNALLERTER I ALT,,182.00,104.00,50.00,21.00,30.00,13.00,22.00,29.00,75.00,50.00,51.00,23.00
133274.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,SYDVEST (MOD TÅRNVEJ),PERSONBILER,,252.00,238.00,172.00,202.00,217.00,228.00,231.00,313.00,442.00,517.00,387.00,259.00
133275.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,SYDVEST (MOD TÅRNVEJ),"VAREVOGNE (MAX. 3,5 T)",,79.00,65.00,56.00,64.00,62.00,69.00,77.00,97.00,84.00,81.00,52.00,31.00
133276.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,SYDVEST (MOD TÅRNVEJ),MOTORCYKLER,,0.00,1.00,1.00,0.00,5.00,0.00,0.00,1.00,4.00,1.00,3.00,3.00
133277.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,SYDVEST (MOD TÅRNVEJ),A: LET TRAFIK I ALT,,331.00,304.00,229.00,266.00,284.00,297.00,308.00,411.00,530.00,599.00,442.00,293.00
133278.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,SYDVEST (MOD TÅRNVEJ),"LASTBILER, 2 AKSLER",,5.00,3.00,2.00,4.00,6.00,3.00,3.00,8.00,1.00,2.00,2.00,2.00
133279.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,SYDVEST (MOD TÅRNVEJ),"LASTBILER, 3 AKSLER",,1.00,3.00,2.00,3.00,1.00,3.00,0.00,3.00,2.00,0.00,0.00,0.00
133280.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,SYDVEST (MOD TÅRNVEJ),"LASTBILER, 4 - FLERE AKSLER",,1.00,1.00,1.00,0.00,0.00,2.00,2.00,2.00,1.00,0.00,0.00,0.00
133281.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,SYDVEST (MOD TÅRNVEJ),BUSSER I FAST RUTE,,12.00,12.00,13.00,10.00,11.00,11.00,11.00,11.00,10.00,9.00,13.00,9.00
133282.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,SYDVEST (MOD TÅRNVEJ),ANDRE BUSSER,,4.00,2.00,2.00,1.00,0.00,0.00,4.00,2.00,1.00,0.00,1.00,1.00
133283.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,SYDVEST (MOD TÅRNVEJ),B: TUNG TRAFIK I ALT,,23.00,21.00,20.00,18.00,18.00,19.00,20.00,26.00,15.00,11.00,16.00,12.00
133284.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,SYDVEST (MOD TÅRNVEJ),A+B: KØRETØJER I ALT,,354.00,325.00,249.00,284.00,302.00,316.00,328.00,437.00,545.00,610.00,458.00,305.00
133285.00,5577.00,73.00,ISLEVHUSVEJ 83 nordøst for Islevholm ,2015,508,SYDVEST (MOD TÅRNVEJ),LADCYKLER,,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
